team_1,team_2,date,score_1,score_2,posse_1,posse_2,acerto_1,acerto_2,chutes_1,chutes_2,defesas_1,defesas_2,y_cards_1,y_cards_2,r_cards_1,r_cards_2,faltas_1,faltas_2,escanteios_1,escanteios_2,cruzamentos_1,cruzamentos_2,contatos_1,contatos_2,jogada_aerea_1,jogada_aerea_2,defesas_1,defesas_2,impedimento_1,impedimento_2,tiro_meta_1,tiro_meta_2,lateral_1,lateral_2,home_away,league
Osasuna,Getafe," domingo Setembro 18, 2022",0,2,0.55,0.45,0.76,0.78,0.33,0.4,15,43,7,3,1,0,15,15,8,1,35,11,602,528,17,27,15,43,1,0,10,2,20,17,home,LaLiga
Getafe,Osasuna," domingo Setembro 18, 2022",2,0,0.45,0.55,0.78,0.76,0.4,0.33,43,15,3,7,0,1,15,15,1,8,11,35,528,602,27,17,43,15,0,1,2,10,17,20,away,LaLiga
Villarreal,Sevilla," domingo Setembro 18, 2022",1,1,0.46,0.54,0.77,0.82,0.35,0.08,15,25,1,5,0,0,15,12,6,4,21,16,522,611,10,7,15,25,1,6,7,8,22,16,home,LaLiga
Sevilla,Villarreal," domingo Setembro 18, 2022",1,1,0.54,0.46,0.82,0.77,0.08,0.35,25,15,5,1,0,0,12,15,4,6,16,21,611,522,7,10,25,15,6,1,8,7,16,22,away,LaLiga
RealBetis,Girona," domingo Setembro 18, 2022",2,1,0.44,0.56,0.82,0.86,0.25,0.33,18,12,0,3,0,0,9,8,2,4,15,18,557,680,6,6,18,12,2,5,7,8,10,18,home,LaLiga
Girona,RealBetis," domingo Setembro 18, 2022",1,2,0.56,0.44,0.86,0.82,0.33,0.25,12,18,3,0,0,0,8,9,4,2,18,15,680,557,6,6,12,18,5,2,8,7,18,10,away,LaLiga
RealSociedad,Espanyol," domingo Setembro 18, 2022",2,1,0.62,0.38,0.8,0.66,0.43,0.29,23,11,3,0,0,0,18,8,4,2,13,19,666,450,24,25,23,11,2,3,6,8,24,20,home,LaLiga
Espanyol,RealSociedad," domingo Setembro 18, 2022",1,2,0.38,0.62,0.66,0.8,0.29,0.43,11,23,0,3,0,0,8,18,2,4,19,13,450,666,25,24,11,23,3,2,8,6,20,24,away,LaLiga
AtléticoMadrid,RealMadrid," domingo Setembro 18, 2022El Derbi Madrileño",1,2,0.54,0.46,0.87,0.88,0.33,0.5,8,14,4,2,0,0,15,16,8,1,21,4,677,623,5,8,8,14,2,0,2,5,12,6,home,LaLiga
RealMadrid,AtléticoMadrid," domingo Setembro 18, 2022El Derbi Madrileño",2,1,0.46,0.54,0.88,0.87,0.5,0.33,14,8,2,4,0,0,16,15,1,8,4,21,623,677,8,5,14,8,0,2,5,2,6,12,away,LaLiga
AthleticClub,Almería," sexta-feira Setembro 30, 2022",4,0,0.58,0.42,0.82,0.75,0.19,0.25,10,23,1,3,0,0,17,8,11,2,24,8,600,458,7,1,10,23,5,6,6,10,17,20,home,LaLiga
Almería,AthleticClub," sexta-feira Setembro 30, 2022",0,4,0.42,0.58,0.75,0.82,0.25,0.19,23,10,3,1,0,0,8,17,2,11,8,24,458,600,1,7,23,10,6,5,10,6,20,17,away,LaLiga
Cádiz,Villarreal," sábado Outubro 1, 2022",0,0,0.4,0.6,0.75,0.81,0.2,0.43,19,18,2,3,1,0,13,8,6,5,22,19,472,636,14,11,19,18,3,1,6,6,13,19,home,LaLiga
Villarreal,Cádiz," sábado Outubro 1, 2022",0,0,0.6,0.4,0.81,0.75,0.43,0.2,18,19,3,2,0,1,8,13,5,6,19,22,636,472,11,14,18,19,1,3,6,6,19,13,away,LaLiga
Getafe,Valladolid," sábado Outubro 1, 2022",2,3,0.44,0.56,0.74,0.83,0.38,0.46,14,36,2,5,0,0,23,13,4,2,22,9,467,596,14,12,14,36,1,3,2,6,20,16,home,LaLiga
Valladolid,Getafe," sábado Outubro 1, 2022",3,2,0.56,0.44,0.83,0.74,0.46,0.38,36,14,5,2,0,0,13,23,2,4,9,22,596,467,12,14,36,14,3,1,6,2,16,20,away,LaLiga
Sevilla,AtléticoMadrid," sábado Outubro 1, 2022",0,2,0.6,0.4,0.86,0.77,0.21,0.3,22,28,3,2,0,0,9,12,5,7,29,18,778,555,9,12,22,28,2,0,7,10,16,14,home,LaLiga
AtléticoMadrid,Sevilla," sábado Outubro 1, 2022",2,0,0.4,0.6,0.77,0.86,0.3,0.21,28,22,2,3,0,0,12,9,7,5,18,29,555,778,12,9,28,22,0,2,10,7,14,16,away,LaLiga
Mallorca,Barcelona," sábado Outubro 1, 2022",0,1,0.29,0.71,0.76,0.91,0.23,0.27,15,10,2,4,0,0,9,13,5,5,20,15,405,883,4,18,15,10,2,1,8,7,11,11,home,LaLiga
Barcelona,Mallorca," sábado Outubro 1, 2022",1,0,0.71,0.29,0.91,0.76,0.27,0.23,10,15,4,2,0,0,13,9,5,5,15,20,883,405,18,4,10,15,1,2,7,8,11,11,away,LaLiga
Espanyol,Valencia," domingo Outubro 2, 2022",2,2,0.38,0.62,0.66,0.8,0.5,0.42,21,24,2,1,1,1,16,15,6,4,16,16,426,637,18,10,21,24,1,1,9,7,17,12,home,LaLiga
Valencia,Espanyol," domingo Outubro 2, 2022",2,2,0.62,0.38,0.8,0.66,0.42,0.5,24,21,1,2,1,1,15,16,4,6,16,16,637,426,10,18,24,21,1,1,7,9,12,17,away,LaLiga
CeltaVigo,RealBetis," domingo Outubro 2, 2022",1,0,0.46,0.54,0.79,0.79,0.36,0.44,18,18,4,3,0,1,26,3,5,3,14,18,545,581,9,15,18,18,3,1,8,8,28,26,home,LaLiga
RealBetis,CeltaVigo," domingo Outubro 2, 2022",0,1,0.54,0.46,0.79,0.79,0.44,0.36,18,18,3,4,1,0,3,26,3,5,18,14,581,545,15,9,18,18,1,3,8,8,26,28,away,LaLiga
Girona,RealSociedad," domingo Outubro 2, 2022",3,5,0.41,0.59,0.77,0.84,0.5,0.45,11,14,3,1,0,0,9,19,2,2,17,8,449,614,12,18,11,14,0,1,10,5,20,17,home,LaLiga
RealSociedad,Girona," domingo Outubro 2, 2022",5,3,0.59,0.41,0.84,0.77,0.45,0.5,14,11,1,3,0,0,19,9,2,2,8,17,614,449,18,12,14,11,1,0,5,10,17,20,away,LaLiga
RealMadrid,Osasuna," domingo Outubro 2, 2022",1,1,0.64,0.36,0.88,0.79,0.19,0.25,10,30,1,2,0,1,9,13,10,2,31,8,752,474,12,8,10,30,4,0,6,14,23,10,home,LaLiga
Osasuna,RealMadrid," domingo Outubro 2, 2022",1,1,0.36,0.64,0.79,0.88,0.25,0.19,30,10,2,1,1,0,13,9,2,10,8,31,474,752,8,12,30,10,0,4,14,6,10,23,away,LaLiga
RayoVallecano,Elche," segunda-feira Outubro 3, 2022",2,1,0.7,0.3,0.81,0.62,0.4,0.33,12,40,1,8,0,0,5,19,13,3,39,9,714,385,11,8,12,40,2,0,5,10,25,27,home,LaLiga
Elche,RayoVallecano," segunda-feira Outubro 3, 2022",1,2,0.3,0.7,0.62,0.81,0.33,0.4,40,12,8,1,0,0,19,5,3,13,9,39,385,714,8,11,40,12,0,2,10,5,27,25,away,LaLiga
Osasuna,Valencia," sexta-feira Outubro 7, 2022",1,2,0.44,0.56,0.7,0.74,0.2,0.5,17,17,3,7,2,0,11,19,7,5,14,18,481,554,14,20,17,17,1,2,9,7,24,34,home,LaLiga
Valencia,Osasuna," sexta-feira Outubro 7, 2022",2,1,0.56,0.44,0.74,0.7,0.5,0.2,17,17,7,3,0,2,19,11,5,7,18,14,554,481,20,14,17,17,2,1,7,9,34,24,away,LaLiga
Almería,RayoVallecano," sábado Outubro 8, 2022",3,1,0.37,0.63,0.65,0.79,0.4,0.33,26,17,4,2,0,0,22,12,7,6,17,29,433,620,13,8,26,17,4,4,10,8,19,25,home,LaLiga
RayoVallecano,Almería," sábado Outubro 8, 2022",1,3,0.63,0.37,0.79,0.65,0.33,0.4,17,26,2,4,0,0,12,22,6,7,29,17,620,433,8,13,17,26,4,4,8,10,25,19,away,LaLiga
AtléticoMadrid,Girona," sábado Outubro 8, 2022",2,1,0.45,0.55,0.84,0.86,0.54,0.36,21,12,3,1,0,0,12,13,8,3,15,24,641,768,9,10,21,12,0,2,8,8,14,20,home,LaLiga
Girona,AtléticoMadrid," sábado Outubro 8, 2022",1,2,0.55,0.45,0.86,0.84,0.36,0.54,12,21,1,3,0,0,13,12,3,8,24,15,768,641,10,9,12,21,2,0,8,8,20,14,away,LaLiga
Sevilla,AthleticClub," sábado Outubro 8, 2022",1,1,0.45,0.55,0.7,0.79,0.3,0.19,24,14,4,0,0,1,19,14,5,7,17,29,508,581,15,17,24,14,2,4,9,6,16,19,home,LaLiga
AthleticClub,Sevilla," sábado Outubro 8, 2022",1,1,0.55,0.45,0.79,0.7,0.19,0.3,14,24,0,4,1,0,14,19,7,5,29,17,581,508,17,15,14,24,4,2,6,9,19,16,away,LaLiga
Getafe,RealMadrid," sábado Outubro 8, 2022",0,1,0.35,0.65,0.74,0.89,0.22,0.21,16,14,0,0,0,0,10,5,4,4,12,11,493,891,13,9,16,14,1,2,13,4,19,16,home,LaLiga
RealMadrid,Getafe," sábado Outubro 8, 2022",1,0,0.65,0.35,0.89,0.74,0.21,0.22,14,16,0,0,0,0,5,10,4,4,11,12,891,493,9,13,14,16,2,1,4,13,16,19,away,LaLiga
Valladolid,RealBetis," domingo Outubro 9, 2022",0,0,0.58,0.42,0.83,0.78,0.25,0.25,16,23,1,1,0,1,12,16,3,1,23,7,659,508,10,13,16,23,1,1,5,15,22,29,home,LaLiga
RealBetis,Valladolid," domingo Outubro 9, 2022",0,0,0.42,0.58,0.78,0.83,0.25,0.25,23,16,1,1,1,0,16,12,1,3,7,23,508,659,13,10,23,16,1,1,15,5,29,22,away,LaLiga
Cádiz,Espanyol," domingo Outubro 9, 2022",2,2,0.54,0.46,0.69,0.73,0.38,0.67,21,49,4,4,0,0,13,12,8,3,30,11,520,507,27,20,21,49,5,0,6,7,31,15,home,LaLiga
Espanyol,Cádiz," domingo Outubro 9, 2022",2,2,0.46,0.54,0.73,0.69,0.67,0.38,49,21,4,4,0,0,12,13,3,8,11,30,507,520,20,27,49,21,0,5,7,6,15,31,away,LaLiga
RealSociedad,Villarreal," domingo Outubro 9, 2022",1,0,0.6,0.4,0.87,0.81,0.29,0.2,18,17,5,3,0,0,21,18,9,3,16,8,668,474,10,7,18,17,5,0,4,5,14,21,home,LaLiga
Villarreal,RealSociedad," domingo Outubro 9, 2022",0,1,0.4,0.6,0.81,0.87,0.2,0.29,17,18,3,5,0,0,18,21,3,9,8,16,474,668,7,10,17,18,0,5,5,4,21,14,away,LaLiga
Barcelona,CeltaVigo," domingo Outubro 9, 2022",1,0,0.57,0.43,0.85,0.78,0.38,0.21,19,16,2,4,0,0,16,9,6,3,20,18,731,556,14,13,19,16,1,4,5,10,26,21,home,LaLiga
CeltaVigo,Barcelona," domingo Outubro 9, 2022",0,1,0.43,0.57,0.78,0.85,0.21,0.38,16,19,4,2,0,0,9,16,3,6,18,20,556,731,13,14,16,19,4,1,10,5,21,26,away,LaLiga
Elche,Mallorca," segunda-feira Outubro 10, 2022",1,1,0.42,0.58,0.74,0.81,0.29,0.22,21,9,4,5,1,1,12,17,5,7,14,27,436,567,18,14,21,9,2,5,5,7,11,19,home,LaLiga
Mallorca,Elche," segunda-feira Outubro 10, 2022",1,1,0.58,0.42,0.81,0.74,0.22,0.29,9,21,5,4,1,1,17,12,7,5,27,14,567,436,14,18,9,21,5,2,7,5,19,11,away,LaLiga
RayoVallecano,Getafe," sexta-feira Outubro 14, 2022",0,0,0.65,0.35,0.8,0.69,0.13,0.5,8,36,2,3,0,0,13,17,4,1,36,4,743,469,22,11,8,36,6,0,2,9,30,23,home,LaLiga
Getafe,RayoVallecano," sexta-feira Outubro 14, 2022",0,0,0.35,0.65,0.69,0.8,0.5,0.13,36,8,3,2,0,0,17,13,1,4,4,36,469,743,11,22,36,8,0,6,9,2,23,30,away,LaLiga
Girona,Cádiz," sábado Outubro 15, 2022",1,1,0.65,0.35,0.81,0.67,0.23,0.22,12,40,5,4,0,0,16,9,6,2,45,11,641,416,19,10,12,40,3,2,8,19,23,12,home,LaLiga
Cádiz,Girona," sábado Outubro 15, 2022",1,1,0.35,0.65,0.67,0.81,0.22,0.23,40,12,4,5,0,0,9,16,2,6,11,45,416,641,10,19,40,12,2,3,19,8,12,23,away,LaLiga
Valencia,Elche," sábado Outubro 15, 2022",2,2,0.6,0.4,0.82,0.75,0.32,0.71,8,37,3,6,0,0,14,19,6,1,24,7,635,482,11,17,8,37,5,1,4,13,21,19,home,LaLiga
Elche,Valencia," sábado Outubro 15, 2022",2,2,0.4,0.6,0.75,0.82,0.71,0.32,37,8,6,3,0,0,19,14,1,6,7,24,482,635,17,11,37,8,1,5,13,4,19,21,away,LaLiga
Mallorca,Sevilla," sábado Outubro 15, 2022",0,1,0.44,0.56,0.78,0.81,0.44,0.25,19,14,2,3,0,0,17,15,1,3,16,12,502,621,11,13,19,14,2,2,7,4,27,16,home,LaLiga
Sevilla,Mallorca," sábado Outubro 15, 2022",1,0,0.56,0.44,0.81,0.78,0.25,0.44,14,19,3,2,0,0,15,17,3,1,12,16,621,502,13,11,14,19,2,2,4,7,16,27,away,LaLiga
AthleticClub,AtléticoMadrid," sábado Outubro 15, 2022",0,1,0.6,0.4,0.78,0.7,0.23,0.33,8,27,0,6,0,0,14,17,6,1,34,7,743,550,18,20,8,27,0,1,7,11,23,18,home,LaLiga
AtléticoMadrid,AthleticClub," sábado Outubro 15, 2022",1,0,0.4,0.6,0.7,0.78,0.33,0.23,27,8,6,0,0,0,17,14,1,6,7,34,550,743,20,18,27,8,1,0,11,7,18,23,away,LaLiga
CeltaVigo,RealSociedad," domingo Outubro 16, 2022",1,2,0.53,0.47,0.81,0.77,0.3,0.75,12,23,5,7,1,0,14,17,1,6,21,12,612,547,9,13,12,23,2,1,3,4,17,27,home,LaLiga
RealSociedad,CeltaVigo," domingo Outubro 16, 2022",2,1,0.47,0.53,0.77,0.81,0.75,0.3,23,12,7,5,0,1,17,14,6,1,12,21,547,612,13,9,23,12,1,2,4,3,27,17,away,LaLiga
RealMadrid,Barcelona," domingo Outubro 16, 2022El Clásico",3,1,0.44,0.56,0.83,0.88,0.43,0.28,11,5,2,2,0,0,11,14,2,3,7,9,543,666,7,7,11,5,3,4,9,6,17,15,home,LaLiga
Barcelona,RealMadrid," domingo Outubro 16, 2022El Clásico",1,3,0.56,0.44,0.88,0.83,0.28,0.43,5,11,2,2,0,0,14,11,3,2,9,7,666,543,7,7,5,11,4,3,6,9,15,17,away,LaLiga
Espanyol,Valladolid," domingo Outubro 16, 2022",1,0,0.49,0.51,0.74,0.76,0.2,0.14,7,17,1,4,0,0,13,11,6,4,16,12,520,541,17,19,7,17,2,2,11,7,25,23,home,LaLiga
Valladolid,Espanyol," domingo Outubro 16, 2022",0,1,0.51,0.49,0.76,0.74,0.14,0.2,17,7,4,1,0,0,11,13,4,6,12,16,541,520,19,17,17,7,2,2,7,11,23,25,away,LaLiga
RealBetis,Almería," domingo Outubro 16, 2022",3,1,0.54,0.46,0.81,0.82,0.38,0.42,8,18,1,1,0,0,6,7,9,3,18,15,634,566,7,14,8,18,1,3,6,8,14,19,home,LaLiga
Almería,RealBetis," domingo Outubro 16, 2022",1,3,0.46,0.54,0.82,0.81,0.42,0.38,18,8,1,1,0,0,7,6,3,9,15,18,566,634,14,7,18,8,3,1,8,6,19,14,away,LaLiga
Villarreal,Osasuna," segunda-feira Outubro 17, 2022",2,0,0.58,0.42,0.81,0.76,0.73,0.21,17,18,2,6,0,0,14,23,8,4,14,17,545,429,8,14,17,18,5,2,10,5,18,15,home,LaLiga
Osasuna,Villarreal," segunda-feira Outubro 17, 2022",0,2,0.42,0.58,0.76,0.81,0.21,0.73,18,17,6,2,0,0,23,14,4,8,17,14,429,545,14,8,18,17,2,5,5,10,15,18,away,LaLiga
Sevilla,Valencia," terça-feira Outubro 18, 2022",1,1,0.64,0.36,0.82,0.75,0.28,0.33,12,30,4,7,1,0,11,26,11,6,31,13,632,446,17,13,12,30,1,1,6,7,25,22,home,LaLiga
Valencia,Sevilla," terça-feira Outubro 18, 2022",1,1,0.36,0.64,0.75,0.82,0.33,0.28,30,12,7,4,0,1,26,11,6,11,13,31,446,632,13,17,30,12,1,1,7,6,22,25,away,LaLiga
Getafe,AthleticClub," terça-feira Outubro 18, 2022",2,2,0.41,0.59,0.69,0.8,0.36,0.29,23,29,6,4,0,0,14,11,7,4,26,28,495,681,15,12,23,29,5,2,12,8,15,15,home,LaLiga
AthleticClub,Getafe," terça-feira Outubro 18, 2022",2,2,0.59,0.41,0.8,0.69,0.29,0.36,29,23,4,6,0,0,11,14,4,7,28,26,681,495,12,15,29,23,2,5,8,12,15,15,away,LaLiga
AtléticoMadrid,RayoVallecano," terça-feira Outubro 18, 2022",1,1,0.52,0.48,0.82,0.79,0.33,0.23,19,18,3,0,0,0,11,11,3,4,13,26,684,630,9,11,19,18,3,3,8,8,16,23,home,LaLiga
RayoVallecano,AtléticoMadrid," terça-feira Outubro 18, 2022",1,1,0.48,0.52,0.79,0.82,0.23,0.33,18,19,0,3,0,0,11,11,4,3,26,13,630,684,11,9,18,19,3,3,8,8,23,16,away,LaLiga
Cádiz,RealBetis," quarta-feira Outubro 19, 2022",0,0,0.41,0.59,0.73,0.81,0.23,0.25,23,17,1,2,0,0,15,7,4,9,9,27,488,648,13,17,23,17,2,1,8,8,21,17,home,LaLiga
RealBetis,Cádiz," quarta-feira Outubro 19, 2022",0,0,0.59,0.41,0.81,0.73,0.25,0.23,17,23,2,1,0,0,7,15,9,4,27,9,648,488,17,13,17,23,1,2,8,8,17,21,away,LaLiga
Valladolid,CeltaVigo," quarta-feira Outubro 19, 2022",4,1,0.38,0.62,0.7,0.82,0.75,0.19,24,13,1,1,0,0,12,11,3,7,17,27,435,625,17,14,24,13,0,1,12,5,19,28,home,LaLiga
CeltaVigo,Valladolid," quarta-feira Outubro 19, 2022",1,4,0.62,0.38,0.82,0.7,0.19,0.75,13,24,1,1,0,0,11,12,7,3,27,17,625,435,14,17,13,24,1,0,5,12,28,19,away,LaLiga
RealSociedad,Mallorca," quarta-feira Outubro 19, 2022",1,0,0.51,0.49,0.79,0.75,0.5,0.25,28,20,1,2,0,0,18,9,10,7,15,18,550,522,22,17,28,20,0,1,5,9,22,24,home,LaLiga
Mallorca,RealSociedad," quarta-feira Outubro 19, 2022",0,1,0.49,0.51,0.75,0.79,0.25,0.5,20,28,2,1,0,0,9,18,7,10,18,15,522,550,17,22,20,28,1,0,9,5,24,22,away,LaLiga
Elche,RealMadrid," quarta-feira Outubro 19, 2022",0,3,0.38,0.62,0.86,0.93,0.3,0.6,8,15,1,1,0,0,14,10,8,2,18,6,555,859,4,0,8,15,0,6,3,5,10,16,home,LaLiga
RealMadrid,Elche," quarta-feira Outubro 19, 2022",3,0,0.62,0.38,0.93,0.86,0.6,0.3,15,8,1,1,0,0,10,14,2,8,6,18,859,555,0,4,15,8,6,0,5,3,16,10,away,LaLiga
Almería,Girona," quinta-feira Outubro 20, 2022",3,2,0.35,0.65,0.69,0.81,0.54,0.25,34,12,1,3,0,0,14,14,4,5,13,32,382,590,13,18,34,12,1,3,7,7,19,23,home,LaLiga
Girona,Almería," quinta-feira Outubro 20, 2022",2,3,0.65,0.35,0.81,0.69,0.25,0.54,12,34,3,1,0,0,14,14,5,4,32,13,590,382,18,13,12,34,3,1,7,7,23,19,away,LaLiga
Osasuna,Espanyol," quinta-feira Outubro 20, 2022",1,0,0.64,0.36,0.78,0.61,0.29,0.6,9,33,1,2,0,0,17,15,9,2,23,8,659,431,21,15,9,33,1,4,1,8,28,27,home,LaLiga
Espanyol,Osasuna," quinta-feira Outubro 20, 2022",0,1,0.36,0.64,0.61,0.78,0.6,0.29,33,9,2,1,0,0,15,17,2,9,8,23,431,659,15,21,33,9,4,1,8,1,27,28,away,LaLiga
Barcelona,Villarreal," quinta-feira Outubro 20, 2022",3,0,0.69,0.31,0.92,0.84,0.31,0.2,3,21,0,1,0,0,18,11,8,0,22,7,883,453,7,3,3,21,4,0,5,5,14,12,home,LaLiga
Villarreal,Barcelona," quinta-feira Outubro 20, 2022",0,3,0.31,0.69,0.84,0.92,0.2,0.31,21,3,1,0,0,0,11,18,0,8,7,22,453,883,3,7,21,3,0,4,5,5,12,14,away,LaLiga
RayoVallecano,Cádiz," sábado Outubro 22, 2022",5,1,0.62,0.38,0.82,0.72,0.37,0.0,10,21,1,4,1,1,13,12,10,1,27,6,584,391,9,10,10,21,3,0,4,12,17,19,home,LaLiga
Cádiz,RayoVallecano," sábado Outubro 22, 2022",1,5,0.38,0.62,0.72,0.82,0.0,0.37,21,10,4,1,1,1,12,13,1,10,6,27,391,584,10,9,21,10,0,3,12,4,19,17,away,LaLiga
Valladolid,RealSociedad," sábado Outubro 22, 2022",1,0,0.26,0.74,0.56,0.84,0.22,0.1,26,9,2,3,0,0,19,14,4,10,9,30,323,710,10,23,26,9,3,3,12,7,15,31,home,LaLiga
RealSociedad,Valladolid," sábado Outubro 22, 2022",0,1,0.74,0.26,0.84,0.56,0.1,0.22,9,26,3,2,0,0,14,19,10,4,30,9,710,323,23,10,9,26,3,3,7,12,31,15,away,LaLiga
Valencia,Mallorca," sábado Outubro 22, 2022",1,2,0.67,0.33,0.81,0.69,0.17,0.44,11,32,3,5,0,0,14,19,5,3,34,9,709,425,16,16,11,32,3,1,1,10,24,16,home,LaLiga
Mallorca,Valencia," sábado Outubro 22, 2022",2,1,0.33,0.67,0.69,0.81,0.44,0.17,32,11,5,3,0,0,19,14,3,5,9,34,425,709,16,16,32,11,1,3,10,1,16,24,away,LaLiga
RealMadrid,Sevilla," sábado Outubro 22, 2022",3,1,0.56,0.44,0.9,0.85,0.33,0.22,6,6,1,4,0,0,9,12,4,3,8,8,759,596,8,2,6,6,1,0,3,9,16,11,home,LaLiga
Sevilla,RealMadrid," sábado Outubro 22, 2022",1,3,0.44,0.56,0.85,0.9,0.22,0.33,6,6,4,1,0,0,12,9,3,4,8,8,596,759,2,8,6,6,0,1,9,3,11,16,away,LaLiga
Espanyol,Elche," domingo Outubro 23, 2022",2,2,0.41,0.59,0.79,0.85,0.38,0.44,12,26,2,3,0,0,13,10,5,3,26,14,508,689,9,12,12,26,1,1,5,13,16,24,home,LaLiga
Elche,Espanyol," domingo Outubro 23, 2022",2,2,0.59,0.41,0.85,0.79,0.44,0.38,26,12,3,2,0,0,10,13,3,5,14,26,689,508,12,9,26,12,1,1,13,5,24,16,away,LaLiga
RealBetis,AtléticoMadrid," domingo Outubro 23, 2022",1,2,0.55,0.45,0.84,0.81,0.24,0.33,17,15,2,3,0,0,10,17,7,3,16,8,716,630,10,12,17,15,2,0,2,8,22,27,home,LaLiga
AtléticoMadrid,RealBetis," domingo Outubro 23, 2022",2,1,0.45,0.55,0.81,0.84,0.33,0.24,15,17,3,2,0,0,17,10,3,7,8,16,630,716,12,10,15,17,0,2,8,2,27,22,away,LaLiga
Girona,Osasuna," domingo Outubro 23, 2022",1,1,0.5,0.5,0.79,0.82,0.14,0.22,20,24,2,3,0,0,11,11,3,5,20,22,586,613,11,20,20,24,3,3,8,6,19,18,home,LaLiga
Osasuna,Girona," domingo Outubro 23, 2022",1,1,0.5,0.5,0.82,0.79,0.22,0.14,24,20,3,2,0,0,11,11,5,3,22,20,613,586,20,11,24,20,3,3,6,8,18,19,away,LaLiga
Villarreal,Almería," domingo Outubro 23, 2022",2,1,0.52,0.48,0.79,0.78,0.45,0.27,16,24,4,1,1,0,7,8,10,4,29,22,584,567,14,12,16,24,3,3,5,4,18,16,home,LaLiga
Almería,Villarreal," domingo Outubro 23, 2022",1,2,0.48,0.52,0.78,0.79,0.27,0.45,24,16,1,4,0,1,8,7,4,10,22,29,567,584,12,14,24,16,3,3,4,5,16,18,away,LaLiga
Barcelona,AthleticClub," domingo Outubro 23, 2022",4,0,0.65,0.35,0.89,0.78,0.7,0.2,12,9,2,2,0,0,7,13,1,2,7,10,788,455,7,7,12,9,4,1,4,6,20,20,home,LaLiga
AthleticClub,Barcelona," domingo Outubro 23, 2022",0,4,0.35,0.65,0.78,0.89,0.2,0.7,9,12,2,2,0,0,13,7,2,1,10,7,455,788,7,7,9,12,1,4,6,4,20,20,away,LaLiga
CeltaVigo,Getafe," segunda-feira Outubro 24, 2022",1,1,0.71,0.29,0.83,0.64,0.29,0.25,7,27,1,1,0,0,10,13,10,0,28,4,820,391,15,23,7,27,4,2,5,17,20,18,home,LaLiga
Getafe,CeltaVigo," segunda-feira Outubro 24, 2022",1,1,0.29,0.71,0.64,0.83,0.25,0.29,27,7,1,1,0,0,13,10,0,10,4,28,391,820,23,15,27,7,2,4,17,5,18,20,away,LaLiga
Mallorca,Espanyol," sexta-feira Outubro 28, 2022",1,1,0.52,0.48,0.8,0.76,0.38,0.29,22,29,4,1,1,0,15,9,4,4,25,21,608,576,21,14,22,29,0,0,8,8,18,19,home,LaLiga
Espanyol,Mallorca," sexta-feira Outubro 28, 2022",1,1,0.48,0.52,0.76,0.8,0.29,0.38,29,22,1,4,0,1,9,15,4,4,21,25,576,608,14,21,29,22,0,0,8,8,19,18,away,LaLiga
Almería,CeltaVigo," sábado Outubro 29, 2022",3,1,0.61,0.39,0.85,0.75,0.26,0.38,12,23,4,0,0,1,10,7,6,4,31,14,657,456,9,7,12,23,0,5,6,12,16,19,home,LaLiga
CeltaVigo,Almería," sábado Outubro 29, 2022",1,3,0.39,0.61,0.75,0.85,0.38,0.26,23,12,0,4,1,0,7,10,4,6,14,31,456,657,7,9,23,12,5,0,12,6,19,16,away,LaLiga
Cádiz,AtléticoMadrid," sábado Outubro 29, 2022",3,2,0.41,0.59,0.77,0.85,0.7,0.5,22,15,2,4,0,0,15,12,5,3,16,25,480,648,11,9,22,15,0,0,9,7,14,28,home,LaLiga
AtléticoMadrid,Cádiz," sábado Outubro 29, 2022",2,3,0.59,0.41,0.85,0.77,0.5,0.7,15,22,4,2,0,0,12,15,3,5,25,16,648,480,9,11,15,22,0,0,7,9,28,14,away,LaLiga
Sevilla,RayoVallecano," sábado Outubro 29, 2022",0,1,0.62,0.38,0.79,0.71,0.4,0.33,10,28,6,1,0,0,9,20,6,6,29,12,666,471,10,11,10,28,3,0,6,8,29,25,home,LaLiga
RayoVallecano,Sevilla," sábado Outubro 29, 2022",1,0,0.38,0.62,0.71,0.79,0.33,0.4,28,10,1,6,0,0,20,9,6,6,12,29,471,666,11,10,28,10,0,3,8,6,25,29,away,LaLiga
Valencia,Barcelona," sábado Outubro 29, 2022",0,1,0.33,0.67,0.75,0.85,0.67,0.15,25,6,4,5,0,0,13,7,3,10,13,21,432,719,4,4,25,6,1,3,5,4,20,26,home,LaLiga
Barcelona,Valencia," sábado Outubro 29, 2022",1,0,0.67,0.33,0.85,0.75,0.15,0.67,6,25,5,4,0,0,7,13,10,3,21,13,719,432,4,4,6,25,3,1,4,5,26,20,away,LaLiga
Osasuna,Valladolid," domingo Outubro 30, 2022",2,0,0.48,0.52,0.79,0.79,0.47,0.29,22,24,1,3,0,0,14,16,1,8,23,22,552,578,22,13,22,24,2,3,4,9,17,18,home,LaLiga
Valladolid,Osasuna," domingo Outubro 30, 2022",0,2,0.52,0.48,0.79,0.79,0.29,0.47,24,22,3,1,0,0,16,14,8,1,22,23,578,552,13,22,24,22,3,2,9,4,18,17,away,LaLiga
RealMadrid,Girona," domingo Outubro 30, 2022",1,1,0.58,0.42,0.9,0.87,0.32,0.14,8,13,3,3,0,0,16,8,7,1,16,11,756,580,8,2,8,13,2,1,5,10,17,10,home,LaLiga
